"employee_row_id","eeid","full_name","job_title","department","business_unit","gender","ethnicity","age","hire_date","tenure_years","annual_salary","salary_band","bonus_pct","bonus_amount","country","city","is_duplicate_eeid"
788,"E03981","Eliana Li","Test Engineer","Engineering","Research & Development","Female","Asian",63,"2018-05-07 00:00:00",8.2,67987,"High",0.0,0.0,"United States","Miami",False
789,"E03255","Jose Brown","System Administrator ","IT","Speciality Products","Male","Caucasian",43,"2016-04-07 00:00:00",10.3,67976,"High",0.0,0.0,"United States","Seattle",False
790,"E00443","Nolan Bui","Computer Systems Manager","IT","Research & Development","Male","Asian",28,"2020-05-26 00:00:00",6.1,67925,"High",0.08,54.34,"China","Shanghai",False
791,"E01985","Eliana Turner","Account Representative","Sales","Research & Development","Female","Black",65,"2000-09-29 00:00:00",25.8,67837,"High",0.0,0.0,"United States","Austin",False
792,"E01416","Hudson Thompson","Analyst II","Accounting","Manufacturing","Male","Black",30,"2020-10-20 00:00:00",5.7,67753,"High",0.0,0.0,"United States","Phoenix",False
793,"E01941","Quinn Trinh","Analyst II","Sales","Corporate","Female","Asian",42,"2010-05-09 00:00:00",16.2,67743,"High",0.0,0.0,"China","Beijing",False
794,"E02094","Matthew Gupta","Network Engineer","IT","Speciality Products","Male","Asian",45,"2005-09-18 00:00:00",20.8,67686,"High",0.0,0.0,"China","Beijing",False
795,"E03058","Robert Wright","Technical Architect","IT","Manufacturing","Male","Caucasian",30,"2015-06-14 00:00:00",11.1,67489,"High",0.0,0.0,"United States","Chicago",True
796,"E04079","Christopher Butler","Network Architect","IT","Manufacturing","Male","Caucasian",41,"2017-10-05 00:00:00",8.8,67468,"High",0.0,0.0,"United States","Miami",False
797,"E03807","Kennedy Do","Computer Systems Manager","IT","Manufacturing","Female","Asian",42,"2005-10-15 00:00:00",20.8,67398,"High",0.07,47.18,"United States","Phoenix",True
798,"E01281","Isaac Mitchell","Network Architect","IT","Speciality Products","Male","Black",46,"2005-06-10 00:00:00",21.1,67374,"High",0.0,0.0,"United States","Austin",False
799,"E03637","Landon Thao","HRIS Analyst","Human Resources","Speciality Products","Male","Asian",25,"2021-01-21 00:00:00",5.5,67299,"High",0.0,0.0,"United States","Phoenix",False
800,"E02696","Ryan Lu","Development Engineer","Engineering","Speciality Products","Male","Asian",25,"2021-07-08 00:00:00",5.0,67275,"High",0.0,0.0,"United States","Columbus",False
801,"E03064","Lincoln Fong","Analyst II","Sales","Speciality Products","Male","Asian",31,"2020-02-17 00:00:00",6.4,67171,"High",0.0,0.0,"China","Chongqing",False
802,"E04128","Jacob Doan","Analyst II","Sales","Speciality Products","Male","Asian",55,"2021-08-02 00:00:00",5.0,67130,"High",0.0,0.0,"United States","Miami",False
803,"E01684","Jaxson Liang","Field Engineer","Engineering","Manufacturing","Male","Asian",64,"2019-03-03 00:00:00",7.4,67114,"High",0.0,0.0,"United States","Phoenix",False
804,"E00929","Allison Espinoza","Solutions Architect","IT","Speciality Products","Female","Latino",45,"2020-04-16 00:00:00",6.3,66958,"High",0.0,0.0,"United States","Miami",False
805,"E04207","John Contreras","Analyst II","Marketing","Manufacturing","Male","Latino",35,"2011-05-15 00:00:00",15.2,66889,"High",0.0,0.0,"United States","Columbus",False
806,"E02216","Caleb Marquez","IT Systems Architect","IT","Research & Development","Male","Latino",29,"2019-10-15 00:00:00",6.8,66819,"High",0.0,0.0,"Brazil","Rio de Janerio",False
807,"E03278","Nevaeh James","Solutions Architect","IT","Speciality Products","Female","Caucasian",45,"2017-11-03 00:00:00",8.7,66660,"High",0.0,0.0,"United States","Austin",True
808,"E02917","Everett Morales","Solutions Architect","IT","Speciality Products","Male","Latino",57,"2014-07-10 00:00:00",12.0,66649,"High",0.0,0.0,"Brazil","Rio de Janerio",False
809,"E01994","Angel Powell","Analyst II","Sales","Research & Development","Male","Caucasian",61,"2008-07-11 00:00:00",18.0,66521,"High",0.0,0.0,"United States","Seattle",False
810,"E03648","Vivian Hunter","Account Representative","Sales","Corporate","Female","Black",26,"2019-08-21 00:00:00",6.9,66084,"High",0.0,0.0,"United States","Seattle",False
811,"E01496","Ava Ortiz","Enterprise Architect","IT","Manufacturing","Female","Latino",53,"2004-07-20 00:00:00",22.0,65702,"High",0.0,0.0,"United States","Columbus",False
812,"E04308","Kai Flores","Development Engineer","Engineering","Manufacturing","Male","Latino",35,"2017-05-23 00:00:00",9.2,65566,"High",0.0,0.0,"United States","Seattle",False
813,"E03404","Everleigh Nunez","Field Engineer","Engineering","Speciality Products","Female","Latino",42,"2021-02-05 00:00:00",5.4,65507,"High",0.0,0.0,"Brazil","Manaus",False
814,"E03881","Andrew Reed","System Administrator ","IT","Corporate","Male","Black",28,"2019-06-17 00:00:00",7.1,65341,"High",0.0,0.0,"United States","Miami",False
815,"E04699","Ivy Tang","Development Engineer","Engineering","Speciality Products","Female","Asian",48,"2012-05-03 00:00:00",14.2,65340,"High",0.0,0.0,"China","Shanghai",False
816,"E02189","Isla Chavez","Account Representative","Sales","Research & Development","Female","Latino",29,"2018-05-19 00:00:00",8.2,65334,"High",0.0,0.0,"Brazil","Rio de Janerio",False
817,"E02276","Hazel Griffin","Field Engineer","Engineering","Corporate","Female","Caucasian",32,"2015-11-09 00:00:00",10.7,65247,"High",0.0,0.0,"United States","Phoenix",False
818,"E00725","Nova Herrera","Account Representative","Sales","Speciality Products","Female","Latino",45,"2014-05-10 00:00:00",12.2,65047,"High",0.0,0.0,"Brazil","Sao Paulo",False
819,"E03362","Lily Henderson","HRIS Analyst","Human Resources","Manufacturing","Female","Caucasian",61,"2011-05-20 00:00:00",15.2,64937,"High",0.0,0.0,"United States","Phoenix",False
820,"E00935","Joseph Martin","Analyst II","Marketing","Corporate","Male","Black",41,"2016-09-13 00:00:00",9.8,64847,"High",0.0,0.0,"United States","Miami",False
821,"E04529","Gabriel Yu","Technical Architect","IT","Speciality Products","Male","Asian",42,"2014-06-23 00:00:00",12.1,64677,"High",0.0,0.0,"China","Chongqing",False
822,"E00022","Elena Her","Account Representative","Sales","Manufacturing","Female","Asian",62,"2006-09-17 00:00:00",19.8,64669,"High",0.0,0.0,"China","Chongqing",False
823,"E04978","Peyton Harris","Enterprise Architect","IT","Research & Development","Female","Caucasian",45,"2009-04-05 00:00:00",17.3,64505,"High",0.0,0.0,"United States","Miami",False
824,"E00501","Melody Ho","Analyst II","Finance","Research & Development","Female","Asian",55,"2007-12-02 00:00:00",18.6,64494,"High",0.0,0.0,"United States","Columbus",False
825,"E00816","Skylar Watson","Network Architect","IT","Speciality Products","Female","Caucasian",28,"2021-10-08 00:00:00",4.8,64475,"High",0.0,0.0,"United States","Phoenix",False
826,"E04697","Eleanor Williams","Enterprise Architect","IT","Speciality Products","Female","Caucasian",61,"2005-02-09 00:00:00",21.4,64462,"High",0.0,0.0,"United States","Chicago",False
827,"E02333","Jaxson Wright","Service Desk Analyst","IT","Manufacturing","Male","Black",54,"2010-12-28 00:00:00",15.6,64417,"High",0.0,0.0,"United States","Columbus",False
828,"E01075","Joshua Juarez","Analyst II","Finance","Manufacturing","Male","Latino",46,"2015-05-05 00:00:00",11.2,64364,"High",0.0,0.0,"Brazil","Sao Paulo",False
829,"E02649","Charles Gonzalez","Quality Engineer","Engineering","Research & Development","Male","Latino",27,"2018-09-28 00:00:00",7.8,64247,"High",0.0,0.0,"Brazil","Rio de Janerio",False
830,"E00749","Valentina Moua","Account Representative","Sales","Manufacturing","Female","Asian",37,"2015-11-10 00:00:00",10.7,64204,"High",0.0,0.0,"United States","Columbus",False
831,"E00282","Jeremiah Castillo","Analyst II","Accounting","Research & Development","Male","Latino",58,"2006-04-12 00:00:00",20.3,64202,"High",0.0,0.0,"United States","Columbus",False
832,"E01378","Genesis Xiong","System Administrator ","IT","Research & Development","Female","Asian",51,"2012-02-25 00:00:00",14.4,64170,"High",0.0,0.0,"United States","Columbus",False
833,"E04917","Everleigh Washington","HRIS Analyst","Human Resources","Research & Development","Female","Caucasian",64,"2001-10-20 00:00:00",24.8,64057,"High",0.0,0.0,"United States","Phoenix",False
834,"E04972","Sophie Oh","Network Engineer","IT","Corporate","Female","Asian",29,"2017-11-09 00:00:00",8.7,63985,"High",0.0,0.0,"United States","Miami",True
835,"E00465","Dominic Parker","Test Engineer","Engineering","Research & Development","Male","Caucasian",62,"2011-10-04 00:00:00",14.8,63959,"High",0.0,0.0,"United States","Seattle",True
836,"E03419","Jade Yi","Account Representative","Sales","Speciality Products","Female","Asian",47,"2015-07-10 00:00:00",11.0,63880,"High",0.0,0.0,"China","Chongqing",False
837,"E01524","Ian Miller","Computer Systems Manager","IT","Corporate","Male","Black",31,"2016-10-13 00:00:00",9.8,63744,"High",0.08,51.0,"United States","Austin",False
838,"E00647","Emily Gupta","HRIS Analyst","Human Resources","Corporate","Female","Asian",44,"2006-02-23 00:00:00",20.4,63705,"High",0.0,0.0,"United States","Miami",True
839,"E01927","Charles Moore","Technical Architect","IT","Manufacturing","Male","Black",34,"2016-02-16 00:00:00",10.4,63411,"High",0.0,0.0,"United States","Miami",False
840,"E00981","Miles Thao","System Administrator ","IT","Corporate","Male","Asian",57,"2003-06-26 00:00:00",23.1,63318,"High",0.0,0.0,"United States","Columbus",False
841,"E02440","Grayson Turner","Solutions Architect","IT","Corporate","Male","Caucasian",54,"1992-06-30 00:00:00",34.1,63196,"High",0.0,0.0,"United States","Chicago",False
842,"E02769","Eliza Adams","Account Representative","Sales","Manufacturing","Female","Caucasian",26,"2021-11-21 00:00:00",4.7,63137,"High",0.0,0.0,"United States","Chicago",True
843,"E01807","Cameron Evans","Test Engineer","Engineering","Corporate","Male","Caucasian",50,"2018-12-13 00:00:00",7.6,63098,"High",0.0,0.0,"United States","Columbus",True
844,"E02684","Aaron Maldonado","Analyst II","Finance","Manufacturing","Male","Latino",39,"2008-09-17 00:00:00",17.8,62861,"High",0.0,0.0,"United States","Seattle",False
845,"E02627","Parker Avila","Analyst II","Marketing","Manufacturing","Male","Latino",47,"2005-11-28 00:00:00",20.6,62749,"High",0.0,0.0,"Brazil","Manaus",False
846,"E00153","Claire Jones","Field Engineer","Engineering","Corporate","Female","Caucasian",39,"2019-03-12 00:00:00",7.4,62644,"High",0.0,0.0,"United States","Seattle",False
847,"E00952","Jaxon Powell","Field Engineer","Engineering","Research & Development","Male","Caucasian",59,"1996-03-29 00:00:00",30.3,62605,"High",0.0,0.0,"United States","Austin",True
848,"E04959","Noah King","Development Engineer","Engineering","Speciality Products","Male","Black",56,"2015-01-27 00:00:00",11.5,62575,"High",0.0,0.0,"United States","Miami",False
849,"E03863","Madeline Watson","Account Representative","Sales","Research & Development","Female","Black",40,"2009-05-27 00:00:00",17.1,62411,"High",0.0,0.0,"United States","Miami",False
850,"E00035","Lillian Gonzales","Cloud Infrastructure Architect","IT","Manufacturing","Female","Latino",43,"2009-03-13 00:00:00",17.4,62335,"High",0.0,0.0,"Brazil","Manaus",False
851,"E03181","Greyson Dang","Development Engineer","Engineering","Manufacturing","Male","Asian",60,"2009-05-11 00:00:00",17.2,62239,"High",0.0,0.0,"China","Beijing",False
852,"E03685","Silas Hunter","Solutions Architect","IT","Corporate","Male","Black",55,"1998-05-04 00:00:00",28.2,62174,"High",0.0,0.0,"United States","Chicago",False
853,"E01125","Joshua Yang","Network Engineer","IT","Manufacturing","Male","Asian",34,"2018-11-10 00:00:00",7.7,61944,"High",0.0,0.0,"China","Shanghai",False
854,"E01525","Charlotte Ruiz","Computer Systems Manager","IT","Manufacturing","Female","Latino",32,"2017-10-02 00:00:00",8.8,61886,"High",0.09,55.7,"Brazil","Rio de Janerio",True
855,"E01194","Samantha Adams","Test Engineer","Engineering","Research & Development","Female","Caucasian",45,"2013-04-22 00:00:00",13.2,61773,"High",0.0,0.0,"United States","Seattle",True
856,"E03902","Madison Hunter","Network Administrator","IT","Corporate","Female","Caucasian",40,"2012-02-05 00:00:00",14.5,61523,"High",0.0,0.0,"United States","Columbus",False
857,"E03750","Jordan Cho","Analyst II","Accounting","Speciality Products","Male","Asian",28,"2018-08-24 00:00:00",7.9,61410,"High",0.0,0.0,"United States","Phoenix",True
858,"E02274","Isabella Bailey","Network Administrator","IT","Manufacturing","Female","Caucasian",36,"2010-08-23 00:00:00",15.9,61310,"High",0.0,0.0,"United States","Phoenix",False
859,"E01221","Eva Figueroa","Analyst II","Sales","Research & Development","Female","Latino",48,"2014-05-14 00:00:00",12.2,61216,"High",0.0,0.0,"United States","Seattle",False
860,"E01194","Ella Jenkins","Analyst II","Finance","Speciality Products","Female","Caucasian",52,"2019-12-20 00:00:00",6.6,61026,"High",0.0,0.0,"United States","Phoenix",True
861,"E00836","Addison Roberts","Network Architect","IT","Manufacturing","Female","Caucasian",65,"2018-05-14 00:00:00",8.2,60985,"High",0.0,0.0,"United States","Seattle",True
862,"E00994","Charlotte Baker","Analyst II","Sales","Manufacturing","Female","Caucasian",29,"2016-11-17 00:00:00",9.7,60930,"High",0.0,0.0,"United States","Austin",False
863,"E03347","Rylee Dinh","Development Engineer","Engineering","Speciality Products","Female","Asian",35,"2017-02-10 00:00:00",9.4,60132,"High",0.0,0.0,"China","Chongqing",False
864,"E03980","Lydia Huynh","Account Representative","Sales","Speciality Products","Female","Asian",45,"2000-08-16 00:00:00",25.9,60113,"High",0.0,0.0,"United States","Chicago",False
865,"E01263","Adam Espinoza","Test Engineer","Engineering","Manufacturing","Male","Latino",36,"2009-04-09 00:00:00",17.3,60055,"High",0.0,0.0,"United States","Seattle",False
866,"E04484","Vivian Thao","Quality Engineer","Engineering","Research & Development","Female","Asian",45,"2015-04-23 00:00:00",11.2,60017,"High",0.0,0.0,"United States","Chicago",False
867,"E04112","Axel Chu","Systems Analyst","IT","Research & Development","Male","Asian",43,"2018-05-04 00:00:00",8.2,59888,"High",0.0,0.0,"China","Beijing",False
868,"E03262","Logan Mitchell","Analyst II","Marketing","Manufacturing","Male","Caucasian",65,"2005-08-20 00:00:00",20.9,59833,"High",0.0,0.0,"United States","Columbus",False
869,"E00972","Amelia Salazar","Analyst II","Finance","Corporate","Female","Latino",26,"2019-04-23 00:00:00",7.2,59817,"High",0.0,0.0,"Brazil","Sao Paulo",True
870,"E00758","Jonathan Khan","Account Representative","Sales","Manufacturing","Male","Asian",35,"2013-08-30 00:00:00",12.9,59646,"High",0.0,0.0,"China","Shanghai",True
871,"E00788","Emily Contreras","Analyst II","Sales","Manufacturing","Female","Latino",56,"1992-06-15 00:00:00",34.1,59591,"High",0.0,0.0,"Brazil","Sao Paulo",False
872,"E03549","Mateo Vu","Account Representative","Sales","Speciality Products","Male","Asian",30,"2016-09-29 00:00:00",9.8,59100,"High",0.0,0.0,"China","Chongqing",False
873,"E01848","Zoey Jackson","Business Partner","Human Resources","Manufacturing","Female","Black",46,"2008-08-21 00:00:00",17.9,59067,"High",0.0,0.0,"United States","Miami",False
874,"E03578","Maverick Li","Analyst II","Sales","Research & Development","Male","Asian",34,"2018-03-10 00:00:00",8.4,58993,"High",0.0,0.0,"United States","Austin",False
875,"E01396","Jack Vu","Analyst II","Accounting","Research & Development","Male","Asian",43,"2014-02-10 00:00:00",12.4,58875,"High",0.0,0.0,"China","Chengdu",False
876,"E04018","Emery Ford","Analyst II","Marketing","Corporate","Female","Caucasian",39,"2017-04-18 00:00:00",9.2,58745,"High",0.0,0.0,"United States","Austin",False
877,"E01749","Nathan Lee","Analyst","Accounting","Manufacturing","Male","Asian",29,"2016-08-20 00:00:00",9.9,58703,"High",0.0,0.0,"United States","Columbus",False
878,"E04221","Roman King","Analyst II","Finance","Corporate","Male","Caucasian",60,"2007-08-16 00:00:00",18.9,58671,"High",0.0,0.0,"United States","Columbus",False
879,"E00834","Vivian Guzman","Analyst II","Finance","Speciality Products","Female","Latino",53,"2002-02-09 00:00:00",24.4,58605,"High",0.0,0.0,"United States","Phoenix",False
880,"E00577","Nora Nunez","Analyst II","Finance","Research & Development","Female","Latino",45,"2012-08-06 00:00:00",14.0,58586,"High",0.0,0.0,"Brazil","Sao Paulo",False
881,"E03007","Isaac Joseph","Analyst","Sales","Manufacturing","Male","Caucasian",54,"1998-09-24 00:00:00",27.8,58006,"High",0.0,0.0,"United States","Seattle",False
882,"E04590","Isaac Sanders","HRIS Analyst","Human Resources","Manufacturing","Male","Caucasian",49,"2001-03-29 00:00:00",25.3,57606,"High",0.0,0.0,"United States","Miami",False
883,"E00412","Ezra Banks","Analyst II","Sales","Research & Development","Male","Caucasian",37,"2010-04-23 00:00:00",16.2,57531,"High",0.0,0.0,"United States","Chicago",False
884,"E04444","Brooklyn Ruiz","IT Coordinator","IT","Manufacturing","Female","Latino",61,"2014-08-10 00:00:00",11.9,57446,"High",0.0,0.0,"United States","Phoenix",False
885,"E04131","Ruby Choi","Analyst","Accounting","Manufacturing","Female","Asian",40,"2018-12-06 00:00:00",7.6,57225,"High",0.0,0.0,"United States","Columbus",True
886,"E04938","Brooklyn Daniels","Analyst","Marketing","Speciality Products","Female","Caucasian",64,"2003-02-10 00:00:00",23.4,57032,"High",0.0,0.0,"United States","Miami",False
887,"E00254","Samuel Morales","Analyst II","Finance","Corporate","Male","Latino",34,"2015-06-27 00:00:00",11.1,57008,"High",0.0,0.0,"United States","Phoenix",False
888,"E00646","Charles Moore","Analyst","Accounting","Speciality Products","Male","Caucasian",49,"2011-12-17 00:00:00",14.6,56878,"High",0.0,0.0,"United States","Seattle",False
889,"E04739","Ruby Washington","Analyst","Marketing","Research & Development","Female","Black",65,"2011-06-17 00:00:00",15.1,56686,"High",0.0,0.0,"United States","Seattle",False
890,"E02968","Caroline Santos","Analyst II","Finance","Research & Development","Female","Latino",25,"2020-07-12 00:00:00",6.0,56565,"High",0.0,0.0,"Brazil","Sao Paulo",False
891,"E01089","Nicholas Brooks","Analyst II","Accounting","Manufacturing","Male","Caucasian",43,"2017-10-20 00:00:00",8.7,56555,"High",0.0,0.0,"United States","Phoenix",False
892,"E03000","Hailey Hong","Account Representative","Sales","Research & Development","Female","Asian",33,"2021-01-22 00:00:00",5.5,56405,"High",0.0,0.0,"United States","Chicago",False
893,"E00184","Kayden Ortega","Analyst","Accounting","Manufacturing","Male","Latino",58,"2010-04-19 00:00:00",16.3,56350,"High",0.0,0.0,"Brazil","Rio de Janerio",False
894,"E04636","Hailey Yee","Account Representative","Sales","Research & Development","Female","Asian",54,"2021-03-16 00:00:00",5.3,56239,"High",0.0,0.0,"China","Chongqing",False
895,"E03520","Nolan Pena","Analyst","Marketing","Manufacturing","Male","Latino",30,"2018-06-21 00:00:00",8.1,56154,"High",0.0,0.0,"Brazil","Sao Paulo",False
896,"E04600","William Vu","Account Representative","Sales","Speciality Products","Male","Asian",37,"2013-11-14 00:00:00",12.7,56037,"High",0.0,0.0,"China","Shanghai",False
897,"E01844","Jayden Kang","Analyst","Finance","Research & Development","Male","Asian",46,"2011-04-24 00:00:00",15.2,55894,"High",0.0,0.0,"United States","Seattle",False
898,"E00013","Elena Vang","Analyst","Finance","Corporate","Female","Asian",52,"2019-02-19 00:00:00",7.4,55859,"High",0.0,0.0,"China","Beijing",True
899,"E04562","Xavier Zheng","Account Representative","Sales","Manufacturing","Male","Asian",31,"2017-07-22 00:00:00",9.0,55854,"High",0.0,0.0,"United States","Austin",True
900,"E02153","Peyton Vasquez","Analyst","Accounting","Corporate","Female","Latino",26,"2019-01-24 00:00:00",7.5,55767,"High",0.0,0.0,"United States","Phoenix",False
901,"E00091","Emilia Chu","Analyst II","Finance","Manufacturing","Female","Asian",48,"2003-06-24 00:00:00",23.1,55760,"High",0.0,0.0,"United States","Austin",False
902,"E00650","Emery Chang","Business Partner","Human Resources","Research & Development","Female","Asian",45,"2000-08-17 00:00:00",25.9,55563,"High",0.0,0.0,"China","Chengdu",False
903,"E04150","Natalia Vu","Analyst","Accounting","Research & Development","Female","Asian",54,"2006-12-29 00:00:00",19.6,55518,"High",0.0,0.0,"United States","Columbus",False
904,"E00402","Dominic Guzman","Analyst","Finance","Manufacturing","Male","Latino",65,"2004-05-16 00:00:00",22.2,55499,"High",0.0,0.0,"Brazil","Manaus",False
905,"E04887","Emery Do","Account Representative","Sales","Research & Development","Female","Asian",40,"2018-03-16 00:00:00",8.3,55457,"High",0.0,0.0,"United States","Columbus",False
906,"E00116","Madelyn Mehta","Analyst","Sales","Speciality Products","Female","Asian",64,"2005-01-28 00:00:00",21.5,55369,"High",0.0,0.0,"United States","Phoenix",False
907,"E02833","Adrian Fernandez","Systems Analyst","IT","Research & Development","Male","Latino",45,"2001-08-23 00:00:00",24.9,54994,"High",0.0,0.0,"United States","Columbus",False
908,"E03880","Samantha Woods","Analyst","Accounting","Speciality Products","Female","Caucasian",56,"2019-12-25 00:00:00",6.6,54829,"High",0.0,0.0,"United States","Phoenix",False
909,"E02594","Ezekiel Kumar","IT Coordinator","IT","Research & Development","Male","Asian",28,"2017-06-25 00:00:00",9.1,54775,"High",0.0,0.0,"United States","Columbus",False
910,"E00826","Rylee Bui","Analyst","Accounting","Corporate","Female","Asian",55,"2011-12-22 00:00:00",14.6,54733,"High",0.0,0.0,"China","Chongqing",False
911,"E00399","Connor Walker","Analyst II","Finance","Manufacturing","Male","Caucasian",30,"2019-03-18 00:00:00",7.3,54714,"High",0.0,0.0,"United States","Columbus",False
912,"E00459","Jackson Jordan","Business Partner","Human Resources","Research & Development","Male","Black",48,"2020-09-21 00:00:00",5.8,54654,"High",0.0,0.0,"United States","Phoenix",False
913,"E02295","Axel Jordan","Analyst","Sales","Corporate","Male","Caucasian",47,"2013-02-28 00:00:00",13.4,54635,"High",0.0,0.0,"United States","Chicago",False
914,"E00436","Everly Walker","HRIS Analyst","Human Resources","Speciality Products","Female","Caucasian",41,"2009-10-23 00:00:00",16.7,54415,"High",0.0,0.0,"United States","Seattle",True
915,"E03045","Andrew Huynh","Business Partner","Human Resources","Speciality Products","Male","Asian",57,"1997-04-28 00:00:00",29.2,54051,"High",0.0,0.0,"United States","Miami",False
916,"E03694","Eli Reed","Systems Analyst","IT","Corporate","Male","Caucasian",51,"2014-02-27 00:00:00",12.4,53929,"High",0.0,0.0,"United States","Miami",True
917,"E03042","Ava Nelson","Systems Analyst","IT","Manufacturing","Female","Caucasian",63,"1992-04-01 00:00:00",34.3,53809,"High",0.0,0.0,"United States","Phoenix",False
918,"E03864","Ella Hunter","Analyst","Finance","Manufacturing","Female","Caucasian",51,"2017-01-18 00:00:00",9.5,53799,"High",0.0,0.0,"United States","Columbus",False
919,"E01714","Savannah Park","HRIS Analyst","Human Resources","Manufacturing","Female","Asian",44,"2009-01-28 00:00:00",17.5,53301,"High",0.0,0.0,"United States","Seattle",False
920,"E01540","Miles Salazar","IT Coordinator","IT","Manufacturing","Male","Latino",36,"2010-12-23 00:00:00",15.6,53215,"High",0.0,0.0,"Brazil","Sao Paulo",False
921,"E00311","Scarlett Figueroa","Business Partner","Human Resources","Speciality Products","Female","Latino",34,"2016-10-21 00:00:00",9.7,52811,"High",0.0,0.0,"United States","Miami",False
922,"E00340","Eliana Allen","Business Partner","Human Resources","Research & Development","Female","Caucasian",56,"2009-08-20 00:00:00",16.9,52800,"High",0.0,0.0,"United States","Phoenix",False
923,"E03166","Austin Edwards","IT Coordinator","IT","Manufacturing","Male","Black",42,"2006-09-24 00:00:00",19.8,52733,"High",0.0,0.0,"United States","Chicago",False
924,"E01947","Sophie Owens","Analyst II","Finance","Research & Development","Female","Caucasian",30,"2015-03-05 00:00:00",11.4,52697,"High",0.0,0.0,"United States","Seattle",False
925,"E02221","Julian Delgado","Systems Analyst","IT","Speciality Products","Male","Latino",29,"2016-05-19 00:00:00",10.2,52693,"High",0.0,0.0,"Brazil","Rio de Janerio",False
926,"E03611","Alice Mehta","Analyst II","Sales","Research & Development","Female","Asian",45,"2019-04-02 00:00:00",7.3,52621,"High",0.0,0.0,"China","Beijing",False
927,"E01261","Connor Simmons","Analyst II","Accounting","Speciality Products","Male","Caucasian",55,"2007-04-05 00:00:00",19.3,52310,"High",0.0,0.0,"United States","Miami",False
928,"E04358","Grayson Soto","Business Partner","Human Resources","Manufacturing","Male","Latino",34,"2015-08-03 00:00:00",11.0,52200,"High",0.0,0.0,"United States","Columbus",False
929,"E03547","Owen Han","Analyst","Accounting","Corporate","Male","Asian",28,"2017-05-12 00:00:00",9.2,52069,"High",0.0,0.0,"China","Chongqing",False
930,"E03097","Brooks Stewart","HRIS Analyst","Human Resources","Manufacturing","Male","Black",45,"2015-12-19 00:00:00",10.6,51983,"High",0.0,0.0,"United States","Columbus",False
931,"E04277","Zoe Do","Analyst II","Sales","Speciality Products","Female","Asian",60,"2014-01-08 00:00:00",12.5,51877,"High",0.0,0.0,"China","Beijing",False
932,"E01687","Luke Mai","HRIS Analyst","Human Resources","Research & Development","Male","Asian",41,"2007-10-24 00:00:00",18.7,51630,"High",0.0,0.0,"China","Beijing",False
933,"E04472","Alexander Foster","Analyst II","Marketing","Manufacturing","Male","Black",35,"2020-07-03 00:00:00",6.0,51513,"High",0.0,0.0,"United States","Columbus",False
934,"E00717","Kennedy Vargas","Business Partner","Human Resources","Manufacturing","Female","Latino",45,"2005-10-14 00:00:00",20.8,51404,"High",0.0,0.0,"Brazil","Manaus",True
935,"E03580","Maverick Medina","Analyst II","Sales","Manufacturing","Male","Latino",39,"2007-05-27 00:00:00",19.2,51234,"High",0.0,0.0,"United States","Seattle",False
936,"E00644","Joshua Gupta","Account Representative","Sales","Corporate","Male","Asian",57,"2017-01-24 00:00:00",9.5,50994,"High",0.0,0.0,"China","Chongqing",False
937,"E03305","Cooper Jiang","Analyst II","Accounting","Corporate","Male","Asian",49,"2019-07-25 00:00:00",7.0,50883,"High",0.0,0.0,"China","Chongqing",True
938,"E02632","Alice Soto","Analyst","Accounting","Corporate","Female","Latino",56,"1995-04-13 00:00:00",31.3,50857,"High",0.0,0.0,"Brazil","Manaus",False
939,"E03325","Robert Edwards","HRIS Analyst","Human Resources","Corporate","Male","Caucasian",62,"2004-10-11 00:00:00",21.8,50825,"High",0.0,0.0,"United States","Seattle",False
940,"E02337","Emma Cao","Analyst","Accounting","Corporate","Female","Asian",27,"2019-08-24 00:00:00",6.9,50809,"High",0.0,0.0,"China","Chongqing",False
941,"E02803","Eli Soto","Analyst","Marketing","Speciality Products","Male","Latino",38,"2016-05-02 00:00:00",10.2,50784,"High",0.0,0.0,"Brazil","Rio de Janerio",False
942,"E01052","Parker Vang","Analyst","Sales","Corporate","Male","Asian",40,"2016-12-17 00:00:00",9.6,50733,"High",0.0,0.0,"United States","Miami",True
943,"E02628","Nora Nelson","Analyst II","Finance","Manufacturing","Female","Caucasian",41,"2007-01-09 00:00:00",19.5,50685,"High",0.0,0.0,"United States","Columbus",False
944,"E00972","Hazel Cortez","HRIS Analyst","Human Resources","Research & Development","Female","Latino",52,"2021-04-18 00:00:00",5.2,50548,"High",0.0,0.0,"Brazil","Sao Paulo",True
945,"E00941","Sophie Ali","Analyst","Finance","Manufacturing","Female","Asian",55,"2002-03-28 00:00:00",24.3,50475,"High",0.0,0.0,"United States","Columbus",False
946,"E03300","Maria Chin","Analyst","Marketing","Manufacturing","Female","Asian",65,"2013-09-26 00:00:00",12.8,50341,"High",0.0,0.0,"China","Beijing",False
947,"E04567","Madeline Hoang","Systems Analyst","IT","Research & Development","Female","Asian",28,"2019-10-25 00:00:00",6.7,50111,"High",0.0,0.0,"China","Chengdu",False
948,"E01351","Leo Owens","Systems Analyst","IT","Corporate","Male","Caucasian",47,"2020-04-23 00:00:00",6.2,50069,"High",0.0,0.0,"United States","Seattle",False
949,"E00671","Leonardo Dixon","Analyst","Sales","Speciality Products","Male","Caucasian",37,"2019-09-05 00:00:00",6.9,49998,"Medium",0.0,0.0,"United States","Seattle",True
